song_file,time_series,sample_rate,genre,bpm,zero_crossing_rate,spectral_centroid,spectral_rolloff,mfcc,chroma_frequencies
../rawdata/genres/classical/classical.00068.wav,[0.01068115 0.03204346 0.05667114 ... 0.0173645  0.01751709 0.01815796],22050,classical,161.4990234375,[[0.05078125 0.09814453 0.12207031 ... 0.06054688 0.06054688 0.04296875]],"[[1685.54583787 1939.04689689 2111.51880341 ... 1283.27218701
  1310.58030882 1707.8927728 ]]","[[3165.38085938 3725.24414062 3908.27636719 ... 2637.81738281
  2637.81738281 3434.54589844]]","[[-220.2708    -197.38605   -203.13316   ... -288.85925   -285.91345
  -247.65172  ]
 [ 126.99694    110.601776   102.63801   ...  155.19319    153.7179
   125.590225 ]
 [ -39.19863    -30.593071   -32.165554  ...  -42.45112    -37.048424
   -26.074245 ]
 ...
 [   5.2203474    8.756662     2.4461045 ...   10.004913    12.149486
    13.433622 ]
 [   8.987693    10.06041     10.257666  ...    3.0192385    8.961439
    13.164159 ]
 [   5.821292     6.798258    11.252675  ...    1.5746975   -0.9008601
    -2.9942522]]","[[1.         1.         0.73835856 ... 0.05392214 0.08703788 0.16823007]
 [0.39484873 0.34104332 0.22833896 ... 0.02841099 0.0278173  0.06455969]
 [0.09224761 0.0804915  0.08181064 ... 0.00565382 0.00632993 0.03000814]
 ...
 [0.53959525 0.39521462 0.14949208 ... 1.         0.8564886  1.        ]
 [0.31317413 0.14940421 0.05735165 ... 0.16733338 0.09681215 0.15215245]
 [0.33654803 0.23220651 0.15935387 ... 0.01915199 0.02486735 0.08087076]]"
../rawdata/genres/classical/classical.00069.wav,"[ 0.0446167   0.03884888  0.03097534 ... -0.00912476 -0.00930786
 -0.00915527]",22050,classical,117.45383522727273,[[0.06103516 0.08984375 0.11572266 ... 0.05175781 0.04736328 0.03515625]],"[[1700.89927169 1675.55579246 1823.00663136 ... 1203.42955072
  1235.68319259 1310.08101473]]","[[2648.58398438 2788.54980469 3090.01464844 ... 2476.31835938
  2454.78515625 2476.31835938]]","[[-245.46803   -265.28745   -321.58817   ... -407.78992   -415.93414
  -403.95053  ]
 [ 126.41115    120.26344     90.773674  ...  131.16246    132.19049
   137.39062  ]
 [ -43.099007   -47.5103     -38.628944  ...   -2.3004067   -1.552804
    -6.776349 ]
 ...
 [  16.685526    16.524412    14.180147  ...    1.7399945   -1.9929836
    -4.5406485]
 [  -6.0675     -10.932116   -23.72071   ...    4.2750998    1.9251211
     6.738111 ]
 [  -8.660907   -10.626553    -8.91348   ...    9.775525     4.1780753
    12.038008 ]]","[[0.01782106 0.01271389 0.03214099 ... 0.1157343  0.09361712 0.09386098]
 [0.02842187 0.02477488 0.0447406  ... 0.04138398 0.03880645 0.03869776]
 [0.01448236 0.00541266 0.00456828 ... 0.02108254 0.02979295 0.03647381]
 ...
 [0.78818727 1.         1.         ... 0.22216117 0.16647668 0.17365278]
 [0.21709941 0.21800442 0.20384917 ... 0.08573505 0.0600271  0.06525403]
 [0.02474752 0.00939693 0.00785208 ... 0.04354209 0.04394019 0.05017506]]"
../rawdata/genres/classical/classical.00070.wav,"[-0.01803589 -0.02142334 -0.01879883 ...  0.05975342  0.06149292
  0.06118774]",22050,classical,151.99908088235293,[[0.03271484 0.04541016 0.05712891 ... 0.06689453 0.05566406 0.04052734]],"[[1519.23514843 1345.41509796 1267.75944547 ... 1038.42906992
  1069.47918255 1188.30969756]]","[[2939.28222656 2476.31835938 2444.01855469 ... 1776.48925781
  1776.48925781 2056.42089844]]","[[-293.64612    -266.18695    -263.98325    ... -259.14914
  -255.60115    -226.42647   ]
 [ 138.73181     145.12366     146.96092    ...  183.59982
   184.35315     160.62962   ]
 [ -16.201824    -14.619887    -13.441273   ...  -18.181099
   -25.077272     -6.03391   ]
 ...
 [  -0.32425362    4.1083226     5.247964   ...   10.765896
     6.770419      2.2089372 ]
 [   1.0800225     6.4258347     1.9289768  ...   -1.5558944
    -2.9613452    -7.1052723 ]
 [   4.0393677     2.8761258     2.508007   ...  -25.72993
   -26.141754    -21.731285  ]]","[[0.23115632 0.14319606 0.12382549 ... 0.02350809 0.02009543 0.04141196]
 [0.55866736 0.3268466  0.25803453 ... 0.33006975 0.31564784 0.3680431 ]
 [0.4706426  0.1546184  0.07100157 ... 0.9873026  1.         1.        ]
 ...
 [1.         1.         1.         ... 1.         0.7592132  0.35535857]
 [0.3365566  0.20474917 0.19739921 ... 0.20287643 0.14258681 0.09953859]
 [0.0791545  0.036252   0.03336439 ... 0.01164454 0.01065352 0.02253659]]"
../rawdata/genres/classical/classical.00071.wav,[0.00082397 0.00814819 0.01199341 ... 0.00201416 0.01208496 0.01385498],22050,classical,143.5546875,[[0.03808594 0.06494141 0.08740234 ... 0.07275391 0.07763672 0.06445312]],"[[1230.99765506 1239.80823133 1296.79244832 ... 1383.86087057
  1962.51263674 2111.71721021]]","[[2336.35253906 2347.11914062 2368.65234375 ... 3003.88183594
  3789.84375    3843.67675781]]","[[-3.4754279e+02 -3.3464182e+02 -3.4138019e+02 ... -3.9122418e+02
  -3.3605319e+02 -2.8347177e+02]
 [ 1.4594809e+02  1.4589972e+02  1.4038995e+02 ...  1.1569273e+02
   9.6848892e+01  9.2986237e+01]
 [-2.4779091e+01 -2.7077473e+01 -2.6429989e+01 ... -4.8736553e+00
  -2.7190680e+01 -4.3638786e+01]
 ...
 [ 1.6778316e+01  1.1869454e+01  7.1641755e+00 ... -8.6287289e+00
  -1.8906300e+01 -1.8476471e+01]
 [ 5.4519386e+00  5.1108818e+00  9.5308447e+00 ... -5.7750291e-01
  -3.5882479e-01 -1.0526531e+00]
 [-5.8227813e-01 -7.2791421e-01  2.3661366e+00 ...  1.1313448e+01
   1.1080888e+01  1.1015644e+01]]","[[0.24923915 0.26278692 0.1677255  ... 1.         1.         1.        ]
 [0.23063694 0.16484354 0.1813019  ... 0.42382964 0.26009747 0.22519366]
 [0.6034761  0.51018643 0.6044109  ... 0.05467673 0.03706743 0.05972973]
 ...
 [0.587387   0.3491996  0.20541553 ... 0.01808035 0.02018697 0.0253441 ]
 [1.         1.         1.         ... 0.03116675 0.0523211  0.10693402]
 [0.34465602 0.42055172 0.40177327 ... 0.30213338 0.43994522 0.5147825 ]]"
../rawdata/genres/classical/classical.00072.wav,[0.03161621 0.02642822 0.0246582  ... 0.01641846 0.01043701 0.00692749],22050,classical,117.45383522727273,[[0.02587891 0.03613281 0.04785156 ... 0.06689453 0.05859375 0.04541016]],"[[1433.67145448 1283.55296604 1208.18906978 ... 1124.44350142
  1255.32001763 1524.64021955]]","[[2917.74902344 2530.15136719 2530.15136719 ... 2121.02050781
  2131.78710938 2476.31835938]]","[[-281.6082     -271.99966    -281.4216     ... -389.4204
  -384.01743    -361.56488   ]
 [ 140.68906     147.94882     150.52077    ...  163.20474
   151.64125     133.84354   ]
 [  -5.802353    -14.931839    -21.816868   ...  -22.797287
   -17.177544    -11.910416  ]
 ...
 [   2.0284362    -1.0978242     0.96556133 ...    9.817734
     9.980381      3.707465  ]
 [   5.163586      4.2703447     6.064949   ...    3.6865563
    -1.4747875    -6.074508  ]
 [   5.0683846     9.346998     11.1051655  ...    8.189355
    10.399175      9.164618  ]]","[[0.21397503 0.19043477 0.17294367 ... 0.02430321 0.04721465 0.07622416]
 [0.5391558  0.644395   0.53281426 ... 0.05635112 0.03904449 0.05047156]
 [0.7636289  1.         1.         ... 0.25728443 0.12565705 0.11361779]
 ...
 [0.58662295 0.65530384 0.39121303 ... 0.7531379  0.7412066  0.39075065]
 [0.8444039  0.8231526  0.7412561  ... 0.18417512 0.1726705  0.13147311]
 [0.38838655 0.2954274  0.26197168 ... 0.01840662 0.02571587 0.03937523]]"
../rawdata/genres/classical/classical.00073.wav,[0.00601196 0.00238037 0.00372314 ... 0.00845337 0.01815796 0.02368164],22050,classical,129.19921875,[[0.07128906 0.09082031 0.11865234 ... 0.09912109 0.08789062 0.05712891]],"[[1920.62794351 1764.87147278 1687.10741608 ... 1692.95655185
  1604.93616484 1924.82391087]]","[[3391.47949219 3068.48144531 2831.61621094 ... 2810.08300781
  2810.08300781 3036.18164062]]","[[-207.97778   -173.38995   -165.47786   ... -419.3694    -419.36188
  -369.8139   ]
 [ 118.91896    125.04146    129.0073    ...   81.62523     90.00899
    94.938736 ]
 [ -47.386604   -43.737373   -41.13863   ...  -34.954258   -37.581966
   -34.147945 ]
 ...
 [ -15.667908   -10.325588    -2.8029747 ...   -1.8248093   -1.860618
     3.3805737]
 [ -18.916372   -19.672626   -16.634975  ...   -2.5694988   -3.371153
    -1.5430899]
 [   0.7058479    4.9936686   10.081795  ...   11.750418     9.487631
     8.698984 ]]","[[1.         0.41964573 0.19290628 ... 0.17791602 0.06851944 0.16508578]
 [0.34365526 0.1267914  0.05472075 ... 0.26966402 0.25254658 0.24527869]
 [0.11966012 0.03982463 0.01089925 ... 0.9250148  1.         1.        ]
 ...
 [0.30363008 0.11950124 0.06904899 ... 0.044243   0.04059805 0.0301291 ]
 [0.7066819  0.32661727 0.13107711 ... 0.00450247 0.00492255 0.00784456]
 [0.32251483 0.14336105 0.05736652 ... 0.02917441 0.01267542 0.02974975]]"
../rawdata/genres/classical/classical.00074.wav,"[ 0.02334595  0.02868652  0.02703857 ... -0.02053833 -0.00152588
  0.01318359]",22050,classical,161.4990234375,[[0.05810547 0.09082031 0.11914062 ... 0.10742188 0.10107422 0.08105469]],"[[1724.83244784 1746.4484475  1773.48428897 ... 1586.07776419
  1608.21244897 1633.35557815]]","[[3176.14746094 3154.61425781 3165.38085938 ... 3079.24804688
  2971.58203125 2906.98242188]]","[[-188.75194   -171.76471   -182.48196   ... -180.44316   -175.23997
  -176.53789  ]
 [ 126.6838     122.7379     116.94886   ...  140.53163    137.3983
   139.23732  ]
 [ -39.05493    -40.225      -37.027145  ...  -28.626637   -28.00972
   -33.048798 ]
 ...
 [ -10.785567    -9.521794   -11.695351  ...    3.0589478    2.8204544
     4.80799  ]
 [  -1.3329817   -4.8328857   -8.8972645 ...  -10.203258   -12.639573
   -13.491023 ]
 [  12.8254795    9.350817    12.286066  ...   -6.494154    -7.6247296
   -11.022285 ]]","[[0.10763797 0.08083454 0.05136929 ... 0.8069819  0.5277224  0.26799121]
 [0.07395127 0.04590821 0.0319284  ... 0.18016131 0.08855114 0.069125  ]
 [0.07656895 0.04019908 0.01643448 ... 0.2724654  0.05489419 0.03753948]
 ...
 [0.14253819 0.15520817 0.1260282  ... 0.2868062  0.21115246 0.20499854]
 [0.05851484 0.03983689 0.03292548 ... 1.         1.         1.        ]
 [0.0530549  0.02929722 0.02080359 ... 0.6376008  0.3708152  0.29304793]]"
../rawdata/genres/classical/classical.00075.wav,"[-0.00036621 -0.00286865 -0.00531006 ...  0.00921631  0.00747681
  0.00534058]",22050,classical,117.45383522727273,[[0.03466797 0.04638672 0.05859375 ... 0.04443359 0.0390625  0.02832031]],"[[1279.90139888 1138.38773403 1085.02451659 ... 1061.57227445
   987.10598166  881.86691197]]","[[2476.31835938 2110.25390625 2099.48730469 ... 2110.25390625
  2045.65429688 1561.15722656]]","[[-4.4547812e+02 -4.4040900e+02 -4.5664993e+02 ... -4.6495944e+02
  -4.5997165e+02 -4.4142422e+02]
 [ 1.4213388e+02  1.3865176e+02  1.2975894e+02 ...  1.2825470e+02
   1.3371768e+02  1.5979152e+02]
 [-2.2879459e+01 -1.6007771e+01 -7.1110439e+00 ... -7.1490316e+00
  -5.8109198e+00  5.2622852e+00]
 ...
 [-2.2981194e+01 -2.7261276e+01 -2.8631008e+01 ...  3.8776000e+00
   3.1810525e-01 -2.3434911e+00]
 [-8.2798557e+00 -8.9726524e+00 -7.3800421e+00 ...  3.3714752e+00
  -8.5039294e-01 -2.6801844e+00]
 [ 2.7550516e+00  7.6484432e+00  1.1796106e+01 ...  4.9467665e-01
  -2.5156612e+00 -1.7928095e+00]]","[[1.         1.         1.         ... 1.         1.         1.        ]
 [0.33105734 0.19305404 0.15876529 ... 0.4727543  0.71815515 0.70225483]
 [0.02737793 0.00426399 0.00177056 ... 0.08912314 0.08829622 0.08532667]
 ...
 [0.02312597 0.00607509 0.00285087 ... 0.01058611 0.00785374 0.01590697]
 [0.03075651 0.00591242 0.00282172 ... 0.01090957 0.01618364 0.0405093 ]
 [0.33251065 0.25539425 0.22515257 ... 0.16973512 0.15827286 0.22940241]]"
../rawdata/genres/classical/classical.00076.wav,[0.01049805 0.01318359 0.01434326 ... 0.00848389 0.01269531 0.01455688],22050,classical,117.45383522727273,[[0.02148438 0.03369141 0.04736328 ... 0.17333984 0.14257812 0.09619141]],"[[1071.86288257 1127.9910638  1114.65606472 ... 2353.31357045
  2131.01468377 1979.8569763 ]]","[[2067.1875     2121.02050781 2121.02050781 ... 3736.01074219
  3692.94433594 3703.7109375 ]]","[[-338.8879     -314.51346    -316.80313    ... -402.76868
  -419.6233     -404.26797   ]
 [ 166.85843     159.89085     150.92596    ...   58.99488
    73.63681      93.840485  ]
 [ -13.424494    -17.07032     -13.509532   ...  -10.006411
    -8.331233    -16.627666  ]
 ...
 [  -2.266683     -0.89792544   -1.0015922  ...   21.211025
    17.423458     13.173751  ]
 [  -4.602297     -2.975511     -3.9939542  ...  -15.115829
   -11.063685    -10.289782  ]
 [  -1.8591905    -2.767706    -11.105436   ...  -34.363506
   -34.062332    -27.24342   ]]","[[1.         1.         1.         ... 0.00342931 0.00287353 0.00908482]
 [0.25644583 0.16685548 0.22818075 ... 0.00567834 0.00444883 0.01172649]
 [0.13513938 0.04529472 0.02057121 ... 0.15381564 0.15825018 0.20039088]
 ...
 [0.15559514 0.06250776 0.02958484 ... 0.03219795 0.01862398 0.0160154 ]
 [0.07277465 0.02052166 0.0106542  ... 0.39671835 0.21897738 0.10884988]
 [0.40106156 0.25748155 0.18485326 ... 0.1029637  0.05875829 0.02902689]]"
../rawdata/genres/classical/classical.00077.wav,"[ 0.00601196  0.003479    0.00106812 ... -0.00708008 -0.00802612
 -0.00906372]",22050,classical,161.4990234375,[[0.02294922 0.03515625 0.046875   ... 0.04296875 0.03808594 0.02734375]],"[[1004.99454047  796.23276094  634.6412282  ...  677.3416786
   682.75407633  950.04440545]]","[[1087.42675781  839.79492188  602.9296875  ...  882.86132812
   925.92773438 1399.65820312]]","[[-4.6549298e+02 -4.9524570e+02 -5.3441656e+02 ... -4.5904691e+02
  -4.5749945e+02 -4.3232907e+02]
 [ 1.6113571e+02  1.6382237e+02  1.4072188e+02 ...  1.7834344e+02
   1.8095943e+02  1.7092847e+02]
 [ 2.9079254e+01  2.8809692e+01  3.5525215e+01 ...  1.3071941e+01
   1.2768152e+01  1.3658380e+01]
 ...
 [-5.5460787e+00 -1.5027807e+00  9.3183002e+00 ...  6.7029822e-01
   3.3345756e-01  3.1602305e-01]
 [-7.3989257e-02  4.1414359e-01  4.9989300e+00 ...  2.6977427e+00
   4.2410402e+00  6.0882454e+00]
 [ 2.3466921e+00 -8.1427115e-01 -4.3780060e+00 ...  1.2288356e+01
   1.2399424e+01  1.1431921e+01]]","[[3.82314809e-02 8.24186951e-03 5.66450646e-03 ... 2.36367956e-02
  3.07838898e-02 3.11909001e-02]
 [2.90097505e-01 2.09652454e-01 1.96846262e-01 ... 2.40147822e-02
  2.67649405e-02 5.01857772e-02]
 [1.00000000e+00 1.00000000e+00 1.00000000e+00 ... 7.29511306e-02
  8.05444419e-02 1.03747755e-01]
 ...
 [9.09957215e-02 5.96024059e-02 7.04736561e-02 ... 6.27179593e-02
  5.19349091e-02 1.05039380e-01]
 [4.20934781e-02 1.78310610e-02 1.56300236e-02 ... 2.50926726e-02
  2.60958187e-02 4.71288897e-02]
 [1.48115503e-02 1.77140965e-03 6.92467263e-04 ... 4.75258678e-02
  5.04863374e-02 5.32776527e-02]]"
../rawdata/genres/classical/classical.00078.wav,"[ 0.00167847  0.00262451  0.00344849 ... -0.00213623 -0.00228882
 -0.00244141]",22050,classical,135.99917763157896,[[0.01855469 0.02832031 0.03759766 ... 0.03271484 0.02929688 0.02197266]],"[[ 752.59162922  765.65723183  854.21895851 ...  894.9674486
   974.61813261 1357.78495723]]","[[ 710.59570312  645.99609375  947.4609375  ... 1324.29199219
  1593.45703125 2637.81738281]]","[[-5.9282617e+02 -6.0632263e+02 -6.3403278e+02 ... -6.2446783e+02
  -6.2375439e+02 -6.0387512e+02]
 [ 1.5817923e+02  1.3711673e+02  1.0631001e+02 ...  1.1886429e+02
   1.1548436e+02  1.2303589e+02]
 [ 4.7515339e+01  3.7944302e+01  2.4520956e+01 ...  3.0488680e+01
   2.2433651e+01  1.6836460e+01]
 ...
 [ 7.0299244e+00  1.0113861e+01  1.4838678e+01 ... -4.7914429e+00
  -2.3299572e+00 -1.5412279e+00]
 [ 7.7924423e+00  8.9774694e+00  9.2196283e+00 ... -2.2707982e+00
   1.6997850e+00 -1.0772905e+00]
 [ 4.1886263e+00  7.5728097e+00  8.7608500e+00 ... -2.4020567e+00
   3.1477147e-01 -1.4611280e+00]]","[[1.2628917e-02 1.7392398e-03 3.5706570e-04 ... 1.0000000e+00
  1.0000000e+00 1.0000000e+00]
 [1.4340578e-02 2.4365885e-03 2.6598931e-04 ... 3.1254843e-01
  3.0598837e-01 3.3381709e-01]
 [2.3663348e-02 6.9906944e-03 2.0971440e-03 ... 1.2842298e-02
  9.7111659e-03 3.0155642e-02]
 ...
 [3.9345303e-01 2.4990208e-01 2.1487632e-01 ... 2.8106904e-02
  6.1658560e-03 1.5903268e-02]
 [5.0592110e-02 7.8964131e-03 2.3456265e-03 ... 2.8654642e-02
  2.0800514e-02 6.1876141e-02]
 [1.8779436e-02 2.2575129e-03 2.8542918e-04 ... 3.1554872e-01
  2.6426205e-01 4.0125316e-01]]"
../rawdata/genres/classical/classical.00079.wav,"[-0.01782227 -0.01669312 -0.01486206 ... -0.00531006 -0.00546265
 -0.00549316]",22050,classical,107.666015625,[[0.02294922 0.03271484 0.04638672 ... 0.02783203 0.02441406 0.01757812]],"[[1425.70819175 1066.43257274  775.5746714  ...  585.54905205
   618.79263677  992.97189553]]","[[2444.01855469 1496.55761719 1356.59179688 ...  699.82910156
   699.82910156 1248.92578125]]","[[-381.7006     -399.3564     -418.0635     ... -553.2435
  -554.7439     -524.1957    ]
 [ 143.05746     175.78558     187.21066    ...  119.10472
   117.91716     129.39728   ]
 [   3.702075     -4.971141     -7.6447473  ...   59.15856
    59.76085      43.185017  ]
 ...
 [ -12.783156    -15.018486    -13.483458   ...   -4.0283613
    -5.5699444    -0.90923107]
 [  -5.882549     -7.3347626    -6.9474134  ...    2.0306501
     3.4013138     4.478146  ]
 [   1.1183158     2.69048       4.034741   ...    6.2619276
     8.555695      5.560871  ]]","[[0.21563324 0.23415521 0.18078163 ... 0.01349267 0.01428263 0.04730273]
 [0.38533437 0.3034684  0.16258624 ... 0.0688006  0.07912058 0.11583775]
 [0.9169823  0.8616586  0.84312046 ... 0.23159036 0.24397786 0.17773809]
 ...
 [0.18290405 0.1594191  0.06851245 ... 0.38424128 0.28439793 0.35844496]
 [0.14190134 0.10944493 0.05704648 ... 0.9681465  0.8924412  0.8134141 ]
 [0.15296428 0.1286806  0.07382117 ... 0.27525657 0.26999268 0.30649167]]"
../rawdata/genres/classical/classical.00080.wav,"[-0.04049683 -0.0402832  -0.0397644  ...  0.01278687  0.01135254
  0.00958252]",22050,classical,123.046875,[[0.00927734 0.01367188 0.01708984 ... 0.03808594 0.03271484 0.02246094]],"[[1781.02173966 1141.09334632  537.79841592 ...  581.10793052
   598.20006721  993.97434131]]","[[4382.00683594 1991.82128906  829.02832031 ...  764.42871094
   764.42871094 1270.45898438]]","[[-3.4596149e+02 -3.8512839e+02 -4.6162161e+02 ... -5.2470331e+02
  -5.3116827e+02 -4.7036548e+02]
 [ 1.1665488e+02  1.4177066e+02  2.1288177e+02 ...  2.1179997e+02
   2.0749838e+02  1.6216086e+02]
 [ 2.3624165e+01  2.8695660e+01  1.0296683e+00 ...  2.6542633e+01
   3.5092899e+01  3.8176620e+01]
 ...
 [-2.8566535e+00 -3.2575097e+00 -3.1580348e+00 ...  1.4409281e+00
   1.9668342e+00  5.0942035e+00]
 [-3.0530789e+00 -2.5745881e+00 -5.8519526e+00 ...  3.5835147e-02
  -1.1475435e+00 -9.6149570e-01]
 [-4.1352878e+00 -2.1422508e+00 -3.8711674e+00 ...  7.8572810e-01
  -9.3950951e-01 -1.6324993e+00]]","[[0.5552391  0.66115505 0.6210476  ... 0.33335292 0.27402726 0.27645552]
 [0.73007303 1.         1.         ... 0.07102964 0.14489408 0.44381168]
 [0.88506705 0.9629489  0.9444598  ... 0.21955031 0.21802066 0.47561997]
 ...
 [0.39902142 0.19792925 0.15870264 ... 0.04155605 0.2606642  1.        ]
 [1.         0.9007316  0.7479075  ... 0.16383605 0.30856478 0.64015913]
 [0.8920679  0.761485   0.6296365  ... 1.         1.         0.78812164]]"
../rawdata/genres/classical/classical.00081.wav,"[-0.03338623 -0.02575684 -0.0166626  ...  0.01620483 -0.00680542
 -0.02270508]",22050,classical,143.5546875,[[0.03369141 0.04882812 0.06542969 ... 0.10205078 0.08837891 0.06494141]],"[[1496.49717621 1363.76867194 1445.80077877 ... 1339.25051623
  1386.96231673 1380.17470594]]","[[2928.515625   2551.68457031 2594.75097656 ... 2347.11914062
  2648.58398438 2648.58398438]]","[[-2.9829907e+02 -2.9523447e+02 -3.0727994e+02 ... -2.8422351e+02
  -2.6734448e+02 -2.4830104e+02]
 [ 1.3309857e+02  1.4412395e+02  1.4279672e+02 ...  1.4608380e+02
   1.4103140e+02  1.4801071e+02]
 [-7.6994705e-01 -1.6336067e+01 -2.6528576e+01 ... -2.5898743e+01
  -2.3313797e+01 -2.4831669e+01]
 ...
 [-2.2111902e+00 -2.2775599e-01  1.2160132e+00 ...  7.2368994e+00
   5.7837329e+00  6.1794062e+00]
 [ 1.0178345e+01  1.3271809e+01  8.2087402e+00 ...  5.1923504e+00
   1.5182616e+00 -2.6041536e+00]
 [ 1.8570381e+01  1.5259985e+01  6.2038879e+00 ... -6.0749106e+00
  -4.4977469e+00 -5.2573156e-01]]","[[0.15730794 0.14894632 0.1546549  ... 0.02933801 0.03384759 0.0475487 ]
 [0.20659664 0.25162935 0.32385814 ... 0.09951303 0.12444461 0.15772632]
 [0.19772977 0.22715458 0.30220294 ... 0.03850058 0.05682278 0.0817794 ]
 ...
 [0.08837677 0.06233965 0.12470819 ... 0.26653194 0.21303822 0.1608486 ]
 [0.11614221 0.09005177 0.14586538 ... 0.0605778  0.05295378 0.05497653]
 [0.1799361  0.1613523  0.21071394 ... 0.01416219 0.02165933 0.03411541]]"
../rawdata/genres/classical/classical.00082.wav,"[-0.00949097 -0.0078125  -0.0055542  ...  0.0090332  -0.00469971
 -0.01504517]",22050,classical,112.34714673913044,[[0.03173828 0.04785156 0.06201172 ... 0.12304688 0.10546875 0.07177734]],"[[1166.66794736 1159.78647379 1171.82286611 ... 1815.31528213
  1758.14796994 1624.98066335]]","[[1970.28808594 1948.75488281 1862.62207031 ... 3380.71289062
  2993.11523438 2799.31640625]]","[[-357.4417    -331.85376   -329.35275   ... -168.73349   -170.83958
  -172.55537  ]
 [ 162.1581     166.8801     156.76868   ...  121.55911    123.72961
   132.77301  ]
 [ -12.597904   -27.255169   -44.14151   ...  -60.434174   -68.19168
   -72.34065  ]
 ...
 [  -9.772713    -2.5771055    7.6898003 ...   -4.068436    -6.32241
    -7.81794  ]
 [  -5.477476     2.2836375    9.981933  ...  -10.912594   -15.99247
   -21.549065 ]
 [  -4.1600657    3.0388818   11.61577   ...   -7.495844   -10.974506
   -15.334364 ]]","[[0.6962483  0.4393154  0.11123538 ... 0.06343982 0.04904242 0.03307422]
 [1.         1.         0.4267411  ... 0.03403861 0.03580812 0.02913463]
 [0.62967414 0.7868274  0.22437164 ... 0.2214463  0.17804956 0.10645461]
 ...
 [0.10470159 0.15191998 0.05592907 ... 0.30015936 0.46219635 0.40538946]
 [0.0610691  0.06513983 0.01364722 ... 0.4099584  1.         1.        ]
 [0.27916837 0.16558053 0.0226793  ... 0.5211393  0.3959663  0.28638777]]"
../rawdata/genres/classical/classical.00083.wav,"[ 0.02630615  0.02297974  0.01797485 ...  0.01303101  0.00576782
 -0.00183105]",22050,classical,123.046875,[[0.02099609 0.03125    0.04101562 ... 0.04248047 0.03662109 0.02441406]],"[[939.92619164 784.69142281 720.63534109 ... 716.77613937 689.72399583
  700.62976902]]","[[1324.29199219 1065.89355469 1055.12695312 ... 1098.19335938
  1065.89355469 1055.12695312]]","[[-3.00863159e+02 -3.25336060e+02 -3.59879791e+02 ... -3.69629974e+02
  -3.68750885e+02 -3.62949310e+02]
 [ 1.80673340e+02  1.99677521e+02  1.99864624e+02 ...  2.04590836e+02
   2.03218979e+02  2.07541702e+02]
 [ 1.29424925e+01  2.28511405e+00 -6.87788200e+00 ...  9.27108765e+00
   6.60541677e+00  8.44052029e+00]
 ...
 [ 9.56188202e+00  8.15508175e+00  5.27916050e+00 ... -5.39553690e+00
  -3.32157445e+00  3.60079288e-01]
 [-1.11580300e+00 -2.90978527e+00 -2.93691802e+00 ... -3.47422361e-01
   2.87968397e+00  5.51064157e+00]
 [-1.18785000e+01 -1.62738094e+01 -1.61989059e+01 ...  4.32443571e+00
   6.13889885e+00  7.63174152e+00]]","[[6.9152229e-02 6.8444476e-02 5.0948106e-02 ... 1.0000000e+00
  9.2783433e-01 8.5850084e-01]
 [3.8478781e-02 2.1630280e-02 1.3980976e-02 ... 4.5005974e-01
  4.7610173e-01 4.4106454e-01]
 [1.4821131e-02 2.6696564e-03 7.8597799e-04 ... 6.2814707e-01
  4.8056033e-01 4.3374753e-01]
 ...
 [1.0000000e+00 1.0000000e+00 1.0000000e+00 ... 8.5356385e-01
  1.0000000e+00 1.0000000e+00]
 [3.3487928e-01 2.1842183e-01 1.8454842e-01 ... 1.7941695e-01
  2.1683522e-01 3.2934827e-01]
 [5.4203089e-02 1.9163793e-02 1.0102075e-02 ... 2.3871696e-01
  2.5351024e-01 3.6622712e-01]]"
../rawdata/genres/classical/classical.00084.wav,"[-0.03964233 -0.03643799 -0.03091431 ... -0.03707886 -0.015625
  0.01159668]",22050,classical,112.34714673913044,[[0.03808594 0.05957031 0.07958984 ... 0.05712891 0.05322266 0.04199219]],"[[2010.08492416 1467.26252918 1188.22388107 ... 1100.00456611
  1239.98095484 1408.1496145 ]]","[[3822.14355469 2444.01855469 2077.95410156 ... 1733.42285156
  2034.88769531 2314.81933594]]","[[-323.70224   -337.07983   -371.66833   ... -279.8016    -216.72542
  -183.10773  ]
 [ 112.24016    142.09074    170.59897   ...  178.6321     159.04512
   149.71246  ]
 [ -21.66116    -33.35579    -55.04706   ...  -50.33931    -50.918182
   -48.788662 ]
 ...
 [  10.928455    12.087736    13.662998  ...   -5.6491103   -7.7779446
    -7.086867 ]
 [   2.8949075    4.7062616    6.747127  ...   -1.0391326   -1.6140363
    -4.7983046]
 [  -3.8374279   -6.760817    -6.6819215 ...    1.9899552   -1.302306
    -4.4742136]]","[[0.05487986 0.04081132 0.05552306 ... 0.268924   0.7612249  1.        ]
 [0.02150706 0.01390682 0.01880069 ... 0.16718045 0.24044508 0.37642244]
 [0.03260461 0.02288832 0.02401354 ... 0.3988788  0.178548   0.20695508]
 ...
 [0.38348454 0.2650071  0.24586314 ... 0.0853854  0.06948254 0.10014836]
 [0.16676992 0.06402261 0.0391692  ... 0.06036966 0.10427229 0.13315631]
 [0.06731412 0.02442339 0.0190871  ... 0.22154054 0.42709228 0.5034526 ]]"
